"","pairs","Df","SumsOfSqs","F.Model","R2","p.value","p.adjusted","sig"
"422","Mt. Dickason vs Random Hills",1,1.02818695118509,1.21690433208312,0.195741202868947,0.285714285714286,0.393216730038023,""
"423","Mt. Dickason vs Mt. McGee",1,1.1451300296777,1.51738250063535,0.275018543749797,0.133333333333333,0.242424242424242,""
"424","Mt. Dickason vs Harrow Peak",1,1.05490074119155,1.32874506103884,0.306958493120395,0.2,0.300242130750605,""
"425","Mt. Dickason vs Starr Nunatak",1,1.65275443349121,2.14179179407929,0.234285777047168,0.0083,0.0455398230088496,"."
"426","Mt. Dickason vs Kay Island",1,1.55385546368617,2.06261097614082,0.292046522611654,0.0285714285714286,0.0947288006111535,""
"427","Mt. Dickason vs Inexpressible Island",1,1.31072651107331,1.55771034490774,0.147542439981701,0.0642,0.166108333333333,""
"428","Mt. Dickason vs Ricker Hills",1,1.04020650814827,1.88413297340714,0.1906219775145,0.0513,0.142627802690583,""
"429","Mt. Dickason vs Mt. Larsen",1,0.826165791530993,1.24278956545665,0.237047386689914,0.133333333333333,0.242424242424242,""
"430","Mt. Dickason vs Mt. Nansen",1,0.669263270858196,0.822186621722183,0.141216122934751,0.742857142857143,0.772425249169435,""
"431","Mt. Dickason vs Vegetation Island",1,0.999525852931248,1.18213143547541,0.16459340045441,0.1988,0.300242130750605,""
"432","Mt. Dickason vs Widowmaker Pass",1,0.670683127312477,0.983326082459386,0.140810563741151,0.4292,0.487369963369963,""
"433","Mt. Dickason vs Crater Circle",1,0.722348450403797,0.860182568205865,0.176985649434853,0.466666666666667,0.526060606060606,""
"434","Mt. Dickason vs Mt. Billing",1,0.747928397714323,1.01235023916744,0.0842757844228162,0.2933,0.393216730038023,""
"435","Mt. Dickason vs Anderson Ridge",1,0.667613556036072,1.05687333232517,0.20899739085203,0.266666666666667,0.381832178598922,""
"436","Mt. Dickason vs Siegfried Peak",1,1.09323573515949,1.40357574877171,0.16702125270625,0.1314,0.242424242424242,""
"437","Mt. Dickason vs Convoy Range",1,0.666954443363739,0.835346163926828,0.143152803700114,0.657142857142857,0.701754385964912,""
"438","Mt. Dickason vs Dufayel Island",1,1.12308511242266,1.41462958360637,0.320441286593912,0.2,0.300242130750605,""
"439","Mt. Dickason vs Machu Picchu Base",1,1.02957331842522,1.23586926205664,0.236038984207025,0.2,0.300242130750605,""
"440","Mt. Dickason vs Richard Nunatak",1,0.890536082490202,1.15668251686352,0.224307490926755,0.333333333333333,0.393216730038023,""
"441","Mt. Burrow vs Random Hills",1,0.602592046164278,0.644385734286557,0.176816007214644,0.9,0.919275123558484,""
"442","Mt. Burrow vs Mt. McGee",1,0.882066230276993,1.10291141598029,0.355444054993059,0.333333333333333,0.393216730038023,""
"443","Mt. Burrow vs Harrow Peak",1,0.886799335618841,0.921304468772478,0.479520286215281,1,1,""
"444","Mt. Burrow vs Starr Nunatak",1,1.00178955809621,1.25773697023185,0.200989107758112,0.142857142857143,0.250201775625504,""
"445","Mt. Burrow vs Kay Island",1,1.08199315493806,1.38271263061106,0.315492423791033,0.1,0.198717948717949,""
"446","Mt. Burrow vs Inexpressible Island",1,1.0664566064948,1.21309882014251,0.147702937308803,0.1671,0.273356200527704,""
"447","Mt. Burrow vs Ricker Hills",1,1.23731816459506,2.47667884317154,0.292175613703549,0.0739,0.176223076923077,""
"448","Mt. Burrow vs Mt. Larsen",1,0.987857773756664,1.593455423498,0.443432639536369,0.333333333333333,0.393216730038023,""
"449","Mt. Burrow vs Mt. Nansen",1,0.815887901009257,0.923352148243429,0.235347762157122,0.6,0.65034965034965,""
"450","Mt. Burrow vs Vegetation Island",1,0.866183707514919,0.9482043218271,0.191625943505296,0.533333333333333,0.585250737463127,""
"451","Mt. Burrow vs Widowmaker Pass",1,0.854483974421477,1.2786130823995,0.242225194845742,0.133333333333333,0.242424242424242,""
"452","Mt. Burrow vs Crater Circle",1,0.811068726457167,0.836208494623301,0.294833224076626,1,1,""
"453","Mt. Burrow vs Mt. Billing",1,1.04843055328939,1.40672941688082,0.135174977702308,0.1998,0.300242130750605,""
"454","Mt. Burrow vs Anderson Ridge",1,0.982342716462868,1.77386313579067,0.470039074540795,0.333333333333333,0.393216730038023,""
"455","Mt. Burrow vs Siegfried Peak",1,0.912681389454844,1.13149486695558,0.184538174051737,0.238095238095238,0.352312762813956,""
"456","Mt. Burrow vs Convoy Range",1,0.797335242967862,0.929689187240286,0.236580844678248,0.5,0.552584670231729,""
"457","Mt. Burrow vs Dufayel Island",1,1.01192119408931,1.05129478644623,0.512503026572571,0.333333333333333,0.393216730038023,""
"458","Mt. Burrow vs Machu Picchu Base",1,0.875369969255637,0.91511820914945,0.313921475388971,1,1,""
"459","Mt. Burrow vs Richard Nunatak",1,0.905540966916502,1.0907199360602,0.352901575886738,0.666666666666667,0.701754385964912,""
"460","Random Hills vs Mt. McGee",1,0.978967464667636,1.18430472060853,0.283035008128255,0.2,0.300242130750605,""
"461","Random Hills vs Harrow Peak",1,0.929020285591463,1.00822769945708,0.335156710258017,0.75,0.772425249169435,""
"462","Random Hills vs Starr Nunatak",1,1.09039283837265,1.34537819868333,0.183159826804356,0.036,0.114510204081633,""
"463","Random Hills vs Kay Island",1,1.05553794684023,1.30802831113732,0.246424516687827,0.1,0.198717948717949,""
"464","Random Hills vs Inexpressible Island",1,1.2043112092993,1.36967282255199,0.146181499449512,0.102,0.20140127388535,""
"465","Random Hills vs Ricker Hills",1,1.76243704298578,3.18141218529036,0.312472585078789,0.0237,0.0874642857142857,""
"466","Random Hills vs Mt. Larsen",1,1.30785303253425,1.850539693207,0.381512122413638,0.1,0.198717948717949,""
"467","Random Hills vs Mt. Nansen",1,0.914759080108076,1.0362090786397,0.205751799113072,0.3,0.393216730038023,""
"468","Random Hills vs Vegetation Island",1,0.954547868359179,1.05257956425893,0.173905944248054,0.314285714285714,0.393216730038023,""
"469","Random Hills vs Widowmaker Pass",1,1.27379649851505,1.79231792006573,0.263874268130309,0.0571428571428571,0.15208547008547,""
"470","Random Hills vs Crater Circle",1,0.858431249561393,0.913159189891252,0.233356003571281,0.7,0.733108108108108,""
"471","Random Hills vs Mt. Billing",1,1.46066370890878,1.92496556164432,0.161423154783424,0.057,0.15208547008547,""
"472","Random Hills vs Anderson Ridge",1,1.41750604096916,2.13919604138805,0.416251107013671,0.1,0.198717948717949,""
"473","Random Hills vs Siegfried Peak",1,1.18630216794342,1.44865082740462,0.194484996138473,0.0172,0.0750985915492958,""
"474","Random Hills vs Convoy Range",1,1.07948893574767,1.25040727610287,0.238154339339364,0.2,0.300242130750605,""
"475","Random Hills vs Dufayel Island",1,1.03704377635811,1.12546117355032,0.360094434406898,0.25,0.361305361305361,""
"476","Random Hills vs Machu Picchu Base",1,0.934345821856005,1.00342845059182,0.250642283976247,0.5,0.552584670231729,""
"477","Random Hills vs Richard Nunatak",1,1.05974111658177,1.25128008655977,0.294330192573205,0.2,0.300242130750605,""
"478","Mt. McGee vs Harrow Peak",1,0.851669382379519,1.33705153654146,0.572110420175041,0.333333333333333,0.393216730038023,""
"479","Mt. McGee vs Starr Nunatak",1,1.24025162656862,1.69575224982273,0.253257914354227,0.0476190476190476,0.134811915633833,""
"480","Mt. McGee vs Kay Island",1,1.29446360930696,1.92059505291098,0.390317640907022,0.1,0.198717948717949,""
"481","Mt. McGee vs Inexpressible Island",1,1.35049880065345,1.62201150286338,0.188124488389363,0.0259,0.090561797752809,""
"482","Mt. McGee vs Ricker Hills",1,1.81548269749267,4.07675271638078,0.404570086328863,0.0362,0.114510204081633,""
"483","Mt. McGee vs Mt. Larsen",1,1.44138526473818,3.15290500395521,0.611869421527301,0.333333333333333,0.393216730038023,""
"484","Mt. McGee vs Mt. Nansen",1,1.23409499688836,1.59219333815488,0.346717400795371,0.1,0.198717948717949,""
"485","Mt. McGee vs Vegetation Island",1,1.17488132482371,1.41193698845859,0.260893094555546,0.0666666666666667,0.168021680216802,""
"486","Mt. McGee vs Widowmaker Pass",1,1.09529846870143,1.86625404526682,0.318133860358912,0.0666666666666667,0.168021680216802,""
"487","Mt. McGee vs Crater Circle",1,1.08762627107402,1.34748946804347,0.402537328618108,0.333333333333333,0.393216730038023,""
"488","Mt. McGee vs Mt. Billing",1,1.60173199218637,2.25875413281878,0.200622032080318,0.0186,0.0764,""
"489","Mt. McGee vs Anderson Ridge",1,1.44771600896473,3.70258604539356,0.649281925063531,0.333333333333333,0.393216730038023,""
"490","Mt. McGee vs Siegfried Peak",1,1.28560339453967,1.73378459167236,0.257475505500506,0.0476190476190476,0.134811915633833,""
"491","Mt. McGee vs Convoy Range",1,1.29700715751418,1.7313918718008,0.365937110836229,0.2,0.300242130750605,""
"492","Mt. McGee vs Dufayel Island",1,1.12100808904182,1.75989136035521,0.637666897195803,0.333333333333333,0.393216730038023,""
"493","Mt. McGee vs Machu Picchu Base",1,1.02580264583691,1.29230254865608,0.392522415409118,0.333333333333333,0.393216730038023,""
"494","Mt. McGee vs Richard Nunatak",1,1.17147806825053,1.75518825062157,0.467403531722024,0.333333333333333,0.393216730038023,""
"495","Harrow Peak vs Starr Nunatak",1,0.839506880183674,1.11194412362894,0.217518833683881,0.333333333333333,0.393216730038023,""
"496","Harrow Peak vs Kay Island",1,0.993467996515703,1.43461393273824,0.417692922940685,0.25,0.361305361305361,""
"497","Harrow Peak vs Inexpressible Island",1,1.03513706943526,1.19639607498011,0.166249336822865,0.3737,0.434348314606742,""
"498","Harrow Peak vs Ricker Hills",1,1.38793620153021,3.4101988886739,0.405483738709967,0.142857142857143,0.250201775625504,""
"499","Harrow Peak vs Mt. Larsen",1,1.2017862334024,4.33316114299648,0.81249394623802,0.333333333333333,0.393216730038023,""
"500","Harrow Peak vs Mt. Nansen",1,0.995656070990417,1.17947921862908,0.370966166949077,0.25,0.361305361305361,""
"501","Harrow Peak vs Vegetation Island",1,0.660710595644439,0.736455399712748,0.197100010820246,1,1,""
"502","Harrow Peak vs Widowmaker Pass",1,1.13266576385463,1.98642275334442,0.398366294155889,0.2,0.300242130750605,""
"503","Harrow Peak vs Crater Circle",1,0.966038356285157,0.988452014546385,0.497096237332071,0.666666666666667,0.701754385964912,""
"504","Harrow Peak vs Mt. Billing",1,1.10396365816548,1.53725376461068,0.161184110494666,0.3959,0.457091247672253,""
"505","Harrow Peak vs Anderson Ridge",1,1.23294394666081,8.50148481433389,0.894753291770629,0.333333333333333,0.393216730038023,""
"506","Harrow Peak vs Siegfried Peak",1,1.10206558424995,1.4356680413137,0.264119889294551,0.166666666666667,0.273356200527704,""
"507","Harrow Peak vs Convoy Range",1,1.04561411398149,1.29860791331622,0.393683622740927,0.5,0.552584670231729,""
"508","Harrow Peak vs Dufayel Island",1,0.947101944605262,NA,1,NA,NA,""
"509","Harrow Peak vs Machu Picchu Base",1,0.981233364176279,1.03224451418394,0.507933227020392,0.333333333333333,0.393216730038023,""
"510","Harrow Peak vs Richard Nunatak",1,1.08413276379867,1.55342397506747,0.608368994039238,0.333333333333333,0.393216730038023,""
"511","Starr Nunatak vs Kay Island",1,1.14269740693683,1.5564699947264,0.205978452347809,0.019,0.0764,""
"512","Starr Nunatak vs Inexpressible Island",1,1.51954815906819,1.85057159028849,0.15615884653235,0.0072,0.0449357798165138,"."
"513","Starr Nunatak vs Ricker Hills",1,2.80910986492038,5.00144285360629,0.357209103797334,0.0041,0.0353055555555556,"."
"514","Starr Nunatak vs Mt. Larsen",1,1.78131098919185,2.7011603748959,0.350747191773994,0.0476190476190476,0.134811915633833,""
"515","Starr Nunatak vs Mt. Nansen",1,1.34900172476329,1.71910918670164,0.222708235512887,0.0194,0.0766114649681529,""
"516","Starr Nunatak vs Vegetation Island",1,1.00055788914435,1.22630072637023,0.149070738739128,0.0805,0.186925373134328,""
"517","Starr Nunatak vs Widowmaker Pass",1,1.952522169761,2.8892182919434,0.292158409962211,0.0095,0.0499152542372881,"."
"518","Starr Nunatak vs Crater Circle",1,1.22381177168251,1.53080368815472,0.234397443446543,0.0476190476190476,0.134811915633833,""
"519","Starr Nunatak vs Mt. Billing",1,2.2924789498017,3.13856135712891,0.207322299859816,0.0038,0.0336571428571429,"."
"520","Starr Nunatak vs Anderson Ridge",1,1.84306909461047,2.91165297905317,0.368020815215486,0.0476190476190476,0.134811915633833,""
"521","Starr Nunatak vs Siegfried Peak",1,1.71507185679502,2.25278630911322,0.219724301394132,0.0083,0.0455398230088496,"."
"522","Starr Nunatak vs Convoy Range",1,1.5646846924364,2.02752805227014,0.252571904958559,0.0172,0.0750985915492958,""
"523","Starr Nunatak vs Dufayel Island",1,1.12515017251781,1.49028453734356,0.27144031009814,0.166666666666667,0.273356200527704,""
"524","Starr Nunatak vs Machu Picchu Base",1,1.25133019314201,1.57576709614125,0.239632437265901,0.0476190476190476,0.134811915633833,""
"525","Starr Nunatak vs Richard Nunatak",1,1.43314534673035,1.92737965136409,0.278226363843732,0.0476190476190476,0.134811915633833,""
"526","Kay Island vs Inexpressible Island",1,1.28565957378645,1.56399777609789,0.163529709302798,0.01,0.0516666666666667,""
"527","Kay Island vs Ricker Hills",1,2.3714320677232,4.85384326867072,0.409474223562518,0.0125,0.0610236220472441,""
"528","Kay Island vs Mt. Larsen",1,1.66527580363097,3.00529222502673,0.500440630099954,0.1,0.198717948717949,""
"529","Kay Island vs Mt. Nansen",1,1.36124001176293,1.77170120127662,0.306963430623322,0.1,0.198717948717949,""
"530","Kay Island vs Vegetation Island",1,1.12467273658136,1.37947721158713,0.216236717498037,0.0285714285714286,0.0947288006111535,""
"531","Kay Island vs Widowmaker Pass",1,1.83932491906071,2.97086180797913,0.372715257088661,0.0285714285714286,0.0947288006111535,""
"532","Kay Island vs Crater Circle",1,0.991198862896661,1.25876033692385,0.295569658149176,0.1,0.198717948717949,""
"533","Kay Island vs Mt. Billing",1,1.94760599721062,2.73151991270783,0.214547825509929,0.0051,0.0405384615384615,"."
"534","Kay Island vs Anderson Ridge",1,1.73527760339125,3.40245196604675,0.531429518579836,0.1,0.198717948717949,""
"535","Kay Island vs Siegfried Peak",1,1.56324478087305,2.10513097203439,0.259728186909977,0.0176,0.0763076923076923,""
"536","Kay Island vs Convoy Range",1,1.46133308289741,1.9514633291112,0.327896388030444,0.1,0.198717948717949,""
"537","Kay Island vs Dufayel Island",1,1.09253059675322,1.57766492885733,0.440976156300144,0.25,0.361305361305361,""
"538","Kay Island vs Machu Picchu Base",1,1.22916866508345,1.57883998871002,0.344812221567677,0.1,0.198717948717949,""
"539","Kay Island vs Richard Nunatak",1,1.41224322912105,2.03405741207198,0.404059240006716,0.1,0.198717948717949,""
"540","Inexpressible Island vs Ricker Hills",1,2.34453436937939,3.56891359677193,0.244967723438397,0.0063,0.0438876404494382,"."
"541","Inexpressible Island vs Mt. Larsen",1,1.46836828515427,1.87955523893861,0.21167222775938,0.0278,0.0945245901639344,""
"542","Inexpressible Island vs Mt. Nansen",1,1.16428795390752,1.35390704767254,0.144742409858501,0.1031,0.202284810126582,""
"543","Inexpressible Island vs Vegetation Island",1,1.10390179171275,1.26036574271019,0.122838286111356,0.1459,0.254095505617978,""
"544","Inexpressible Island vs Widowmaker Pass",1,1.61649327270578,2.10789287131903,0.18976532234675,0.0279,0.0945245901639344,""
"545","Inexpressible Island vs Crater Circle",1,0.965243215647989,1.0953379709652,0.135304785901929,0.3058,0.393216730038023,""
"546","Inexpressible Island vs Mt. Billing",1,1.80986988843676,2.31686701801029,0.141992149317204,0.0211,0.0797682926829268,""
"547","Inexpressible Island vs Anderson Ridge",1,1.40493419324545,1.84294993356798,0.208408952602131,0.0858,0.19344,""
"548","Inexpressible Island vs Siegfried Peak",1,1.59940615369344,1.93590366312896,0.162191629370228,0.0043,0.036027027027027,"."
"549","Inexpressible Island vs Convoy Range",1,1.26194799423103,1.48428722883399,0.156499607510988,0.0808,0.186925373134328,""
"550","Inexpressible Island vs Dufayel Island",1,0.999216468623961,1.15487957722295,0.161411462591128,0.374,0.434348314606742,""
"551","Inexpressible Island vs Machu Picchu Base",1,1.15520793103862,1.31661378655641,0.158311281531996,0.1102,0.210227692307692,""
"552","Inexpressible Island vs Richard Nunatak",1,1.27538177745655,1.51594620210244,0.178012656036763,0.0538,0.147488986784141,""
"553","Ricker Hills vs Mt. Larsen",1,0.680378155902267,1.76543932714398,0.227345711268764,0.2514,0.362483720930233,""
"554","Ricker Hills vs Mt. Nansen",1,0.905266775673342,1.70196009236969,0.195583532250631,0.0848,0.192813186813187,""
"555","Ricker Hills vs Vegetation Island",1,1.81263480128609,3.06808478270887,0.277201055371566,0.0101,0.0517520661157025,""
"556","Ricker Hills vs Widowmaker Pass",1,0.776734067310624,1.65898376519154,0.171755518543274,0.0887,0.195928825622776,""
"557","Ricker Hills vs Crater Circle",1,0.86721795725596,1.72735212145212,0.223537389561525,0.0723,0.173744186046512,""
"558","Ricker Hills vs Mt. Billing",1,0.84181272596569,1.40660993598532,0.0976364281559289,0.1076,0.207757763975155,""
"559","Ricker Hills vs Anderson Ridge",1,0.519450181184512,1.42967593868706,0.192427765421449,0.2835,0.393216730038023,""
"560","Ricker Hills vs Siegfried Peak",1,2.06950460784945,3.64812643504423,0.288432160587543,0.008,0.0450909090909091,"."
"561","Ricker Hills vs Convoy Range",1,0.812364284012272,1.5599505471,0.182238266274622,0.1079,0.207757763975155,""
"562","Ricker Hills vs Dufayel Island",1,1.42357451723922,3.49776324825405,0.411609872630036,0.142857142857143,0.250201775625504,""
"563","Ricker Hills vs Machu Picchu Base",1,1.45807028453221,2.93024414762927,0.328125871945748,0.0687,0.169269841269841,""
"564","Ricker Hills vs Richard Nunatak",1,1.11218812177325,2.44179604008336,0.289250774182321,0.0688,0.169269841269841,""
"565","Mt. Larsen vs Mt. Nansen",1,0.868830763772564,1.32602454111834,0.306522658046583,0.2,0.300242130750605,""
"566","Mt. Larsen vs Vegetation Island",1,1.27965597029927,1.72414201810918,0.30120531822142,0.133333333333333,0.242424242424242,""
"567","Mt. Larsen vs Widowmaker Pass",1,0.8310860927767,1.6722410438868,0.294811350742762,0.133333333333333,0.242424242424242,""
"568","Mt. Larsen vs Crater Circle",1,0.844291005493786,1.34583671167178,0.402242197587496,0.333333333333333,0.393216730038023,""
"569","Mt. Larsen vs Mt. Billing",1,0.846348068340942,1.2647859948927,0.12321601205539,0.1799,0.291221932114883,""
"570","Mt. Larsen vs Anderson Ridge",1,0.710058134741809,3.36223100311648,0.627020917443203,0.333333333333333,0.393216730038023,""
"571","Mt. Larsen vs Siegfried Peak",1,1.44791705413091,2.16244083945841,0.301913954743663,0.0476190476190476,0.134811915633833,""
"572","Mt. Larsen vs Convoy Range",1,0.82885855811857,1.3172460409332,0.305112571404077,0.2,0.300242130750605,""
"573","Mt. Larsen vs Dufayel Island",1,1.24088456489055,4.47413410977845,0.817322707126648,0.333333333333333,0.393216730038023,""
"574","Mt. Larsen vs Machu Picchu Base",1,1.26001146777763,2.05225525749215,0.506447675944838,0.333333333333333,0.393216730038023,""
"575","Mt. Larsen vs Richard Nunatak",1,0.869321265141968,1.78277489402907,0.471287598118274,0.333333333333333,0.393216730038023,""
"576","Mt. Nansen vs Vegetation Island",1,0.854440054529736,0.975444693625187,0.163242192613016,0.4,0.457564575645756,""
"577","Mt. Nansen vs Widowmaker Pass",1,0.778085800575078,1.14461107010244,0.186278847764951,0.314285714285714,0.393216730038023,""
"578","Mt. Nansen vs Crater Circle",1,0.684021152654221,0.769825300305031,0.204207155234154,0.6,0.65034965034965,""
"579","Mt. Nansen vs Mt. Billing",1,0.740676841271075,0.99641475737685,0.0906126932606297,0.3631,0.42395856873823,""
"580","Mt. Nansen vs Anderson Ridge",1,0.727020276221028,1.1896751637443,0.283954033964077,0.2,0.300242130750605,""
"581","Mt. Nansen vs Siegfried Peak",1,1.11681641777485,1.40809844063496,0.190075557434719,0.071,0.173307086614173,""
"582","Mt. Nansen vs Convoy Range",1,0.72908506810122,0.884098659604902,0.181015724951883,0.6,0.65034965034965,""
"583","Mt. Nansen vs Dufayel Island",1,1.06588310564985,1.26267192982738,0.387005484150588,0.25,0.361305361305361,""
"584","Mt. Nansen vs Machu Picchu Base",1,0.968673055938179,1.10123199391766,0.268512484919372,0.3,0.393216730038023,""
"585","Mt. Nansen vs Richard Nunatak",1,0.888396357210477,1.11691931521895,0.271299782604448,0.4,0.457564575645756,""
"586","Vegetation Island vs Widowmaker Pass",1,1.26694082819715,1.7268381685138,0.223485742920114,0.057,0.15208547008547,""
"587","Vegetation Island vs Crater Circle",1,0.911303461256714,0.993578466569842,0.198971233399351,0.533333333333333,0.585250737463127,""
"588","Vegetation Island vs Mt. Billing",1,1.27110649211096,1.65732896409822,0.130938286331906,0.0822,0.188059040590406,""
"589","Vegetation Island vs Anderson Ridge",1,1.24141872272395,1.75064972712552,0.304426423134032,0.266666666666667,0.381832178598922,""
"590","Vegetation Island vs Siegfried Peak",1,1.26995395435746,1.54281677395107,0.180598134640493,0.0081,0.0452432432432432,"."
"591","Vegetation Island vs Convoy Range",1,1.0707506785211,1.24453505461646,0.199299874807557,0.2,0.300242130750605,""
"592","Vegetation Island vs Dufayel Island",1,1.00260889923868,1.11754941196937,0.271411293504032,0.4,0.457564575645756,""
"593","Vegetation Island vs Machu Picchu Base",1,1.04124135031477,1.14358324266749,0.222332018111642,0.2,0.300242130750605,""
"594","Vegetation Island vs Richard Nunatak",1,1.12466771658175,1.32729709489967,0.249150192162254,0.2,0.300242130750605,""
"595","Widowmaker Pass vs Crater Circle",1,0.745496382527539,1.10939610242302,0.217128615629725,0.333333333333333,0.393216730038023,""
"596","Widowmaker Pass vs Mt. Billing",1,0.84842005669805,1.25173757404599,0.102168167288994,0.1819,0.293692708333333,""
"597","Widowmaker Pass vs Anderson Ridge",1,0.493514132708102,1.06381539865674,0.210081789106873,0.333333333333333,0.393216730038023,""
"598","Widowmaker Pass vs Siegfried Peak",1,1.40883313860268,2.06265209089595,0.227599169669994,0.0248,0.0878628571428571,""
"599","Widowmaker Pass vs Convoy Range",1,0.911684352601699,1.37261637990207,0.215392908983352,0.171428571428571,0.279699248120301,""
"600","Widowmaker Pass vs Dufayel Island",1,1.25787773163161,2.20601436608707,0.423743426537094,0.2,0.300242130750605,""
"601","Widowmaker Pass vs Machu Picchu Base",1,1.11293807675062,1.67284042673927,0.294885859798601,0.0666666666666667,0.168021680216802,""
"602","Widowmaker Pass vs Richard Nunatak",1,0.875154696435661,1.4534374140754,0.266517666513245,0.133333333333333,0.242424242424242,""
"603","Crater Circle vs Mt. Billing",1,0.670414615449319,0.89755005533,0.090684063259337,0.2971,0.393216730038023,""
"604","Crater Circle vs Anderson Ridge",1,0.594196651345774,1.05884246545976,0.346157893849107,0.333333333333333,0.393216730038023,""
"605","Crater Circle vs Siegfried Peak",1,1.08148557836817,1.33587494398195,0.210843009969888,0.0952380952380952,0.198717948717949,""
"606","Crater Circle vs Convoy Range",1,0.757935901855088,0.878703092634335,0.226545593114099,0.6,0.65034965034965,""
"607","Crater Circle vs Dufayel Island",1,1.00755850492534,1.03093549804436,0.507616071035774,0.333333333333333,0.393216730038023,""
"608","Crater Circle vs Machu Picchu Base",1,0.934229574855846,0.969164673465594,0.326409876194031,0.666666666666667,0.701754385964912,""
"609","Crater Circle vs Richard Nunatak",1,0.891789910285634,1.06468183186663,0.347403707881205,0.666666666666667,0.701754385964912,""
"610","Mt. Billing vs Anderson Ridge",1,0.551993080367406,0.843431710595413,0.0856847220962125,0.4546,0.51526873857404,""
"611","Mt. Billing vs Siegfried Peak",1,1.74882277405038,2.38052434184936,0.165538076725179,0.0187,0.0764,""
"612","Mt. Billing vs Convoy Range",1,0.702529912243231,0.955110539165486,0.0871840166058464,0.4151,0.473091911764706,""
"613","Mt. Billing vs Dufayel Island",1,1.18723520780788,1.65320821856929,0.171259977111974,0.1025,0.201746031746032,""
"614","Mt. Billing vs Machu Picchu Base",1,1.24549729337468,1.67412962086687,0.1568399186004,0.1433,0.250270422535211,""
"615","Mt. Billing vs Richard Nunatak",1,1.01651096598451,1.41992397885993,0.136270090044869,0.196,0.300242130750605,""
"616","Anderson Ridge vs Siegfried Peak",1,1.44222368181076,2.24257190626164,0.309637506577298,0.0476190476190476,0.134811915633833,""
"617","Anderson Ridge vs Convoy Range",1,0.795749703225505,1.35995491003798,0.311919489558697,0.2,0.300242130750605,""
"618","Anderson Ridge vs Dufayel Island",1,1.2843175895302,8.85572009477301,0.898536079516874,0.333333333333333,0.393216730038023,""
"619","Anderson Ridge vs Machu Picchu Base",1,1.23081808275652,2.24681955669147,0.529059341160677,0.333333333333333,0.393216730038023,""
"620","Anderson Ridge vs Richard Nunatak",1,1.01274222689274,2.40292164569267,0.545756168076128,0.333333333333333,0.393216730038023,""
"621","Siegfried Peak vs Convoy Range",1,1.18563483739501,1.51975502926631,0.202101667321813,0.0496,0.139149321266968,""
"622","Siegfried Peak vs Dufayel Island",1,1.13299655807401,1.47596202312436,0.269534744195,0.166666666666667,0.273356200527704,""
"623","Siegfried Peak vs Machu Picchu Base",1,1.15090736571903,1.43108071978545,0.222525697023624,0.0476190476190476,0.134811915633833,""
"624","Siegfried Peak vs Richard Nunatak",1,1.09477137130341,1.45255663861787,0.225113349633303,0.0952380952380952,0.198717948717949,""
"625","Convoy Range vs Dufayel Island",1,1.08737618906139,1.35047462059387,0.403069646399679,0.25,0.361305361305361,""
"626","Convoy Range vs Machu Picchu Base",1,1.05344310909429,1.23404866943187,0.291458309948397,0.3,0.393216730038023,""
"627","Convoy Range vs Richard Nunatak",1,0.931228142075782,1.21029866536958,0.287461475197589,0.3,0.393216730038023,""
"628","Dufayel Island vs Machu Picchu Base",1,1.01506420195371,1.06783410783306,0.516402212241327,0.333333333333333,0.393216730038023,""
"629","Dufayel Island vs Richard Nunatak",1,1.10070039233782,1.57716327364982,0.611976466441033,0.333333333333333,0.393216730038023,""
"630","Machu Picchu Base vs Richard Nunatak",1,1.0198604736902,1.23733351827503,0.382207613546821,0.333333333333333,0.393216730038023,""
